Tiempo [s],h1_Real [cm],h2_Real [cm],h3_Real [cm],h4_Real [cm],h1_Ref [cm],h2_Ref [cm],v1_Bomba [V],v2_Bomba [V]
1180.557407654354,12.024713046466202,15.993580318937514,2.6244280074126185,0.968952707423819,12.0,16.0,1.5493515703652547,2.9793620957042273
1180.7574343245765,12.015029363444247,15.990404818888942,2.6218815609943316,0.9653645660200324,12.0,16.0,2.0493515703652547,3.4793620957042273
1180.9574609947992,12.017568588960318,15.980038993070075,2.6138910114905087,0.9663796986540248,12.0,16.0,2.5493515703652547,2.9793620957042273
1181.157487665022,12.012249367337493,15.978231506495991,2.612447456971484,0.9644621302681927,12.0,16.0,2.196887877770241,3.4793620957042273
1181.3575143352446,12.009233225743912,15.971629539657092,2.607376337276224,0.9634235197401861,12.0,16.0,2.696887877770241,2.9793620957042273
1181.5575410054673,12.003501231351585,15.96520654025769,2.602475881954545,0.9613865205154664,12.0,16.0,2.196887877770241,3.2283279184031373
1181.75756767569,11.994810851748946,15.953339317845025,2.5934779043354856,0.9582702598429069,12.0,16.0,1.982922757110483,2.7283279184031373
1181.9575943459126,11.99367720392473,15.946164289197942,2.5881010403938194,0.9580141569271159,12.0,16.0,2.482922757110483,3.2283279184031373
1182.1576210161354,11.985984577456348,15.936589537899758,2.5809360737547644,0.9553213947228488,12.0,16.0,1.982922757110483,3.282741959979418
1182.3576476863582,11.965707654685726,15.935196954050634,2.5800559886598164,0.9479437332326769,12.0,16.0,1.482922757110483,3.782741959979418
1182.5576743565807,11.94381426462394,15.941640887942777,2.5851828579488547,0.9399907698065136,12.0,16.0,1.1850681251131883,4.282741959979418
1182.7577010268035,11.915673998685339,15.956901658975355,2.5970408737470527,0.9297166913454169,12.0,16.0,0.6850681251131883,4.782741959979418
1182.9577276970263,11.89380896822576,15.969120351290616,2.6065838442721185,0.921811690957868,12.0,16.0,1.1850681251131883,5.043674241467977
1183.157754367249,11.878287816457066,15.989286066426049,2.6221606969301545,0.9162852037969247,12.0,16.0,1.6850681251131883,5.543674241467977
1183.3577810374716,11.872895066940075,16.004738974710328,2.634100977060294,0.9145382400434062,12.0,16.0,2.1850681251131885,5.043674241467977
1183.5578077076943,11.857986598940487,16.01379570783905,2.6411429666367146,0.9092150465190475,12.0,16.0,1.6850681251131885,4.543674241467977
1183.757834377917,11.853769434345994,16.013174354458638,2.640815189540507,0.9079080995059436,12.0,16.0,2.1850681251131885,4.043674241467977
1183.9578610481396,11.851842140936029,16.00848250872113,2.637400545742364,0.9074681806049729,12.0,16.0,2.2399829787119683,3.5436742414679774
1184.1578877183624,11.855138371254457,15.996517503597966,2.6284712017893614,0.9089994182415049,12.0,16.0,2.7399829787119683,3.0436742414679774
1184.3579143885852,11.868432633074658,15.995746101775357,2.628071552168244,0.9142739971513001,12.0,16.0,3.2399829787119683,3.5436742414679774
1184.5579410588077,11.89074394838992,16.001097221527203,2.632283249751868,0.9228894848537768,12.0,16.0,3.7399829787119683,4.043674241467977
1184.7579677290305,11.90745573121473,16.013685687926923,2.641927457698431,0.9293490718081402,12.0,16.0,3.2399829787119683,4.543674241467977
