Time [s],h3_Real [cm],h3_PINN [cm],h4_Real [cm],h4_PINN [cm]
22.25,1.5149422,1.5122117,1.4428251,1.4358598
22.3,1.5142571,1.5135045,1.4416707,1.441106
22.35,1.5151614,1.5128126,1.4417857,1.4399518
22.400000000000002,1.5155464,1.513727,1.4445554,1.4400637
22.450000000000003,1.5123492,1.5141261,1.4438523,1.4428244
22.5,1.5116141,1.5109276,1.4449407,1.4421128
22.55,1.5129989,1.5102029,1.4468207,1.4431915
22.6,1.5157443,1.5115954,1.447397,1.4450723
22.650000000000002,1.5150722,1.5143442,1.4481361,1.4456576
22.700000000000003,1.5171252,1.5136702,1.4485978,1.4463933
22.75,1.5199844,1.5157263,1.4574788,1.4468611
22.8,1.5248156,1.5186291,1.4527639,1.4557259
22.85,1.5249803,1.5234405,1.4509046,1.4510375
22.900000000000002,1.5274904,1.5236002,1.4494231,1.449184
22.950000000000003,1.5291479,1.526112,1.4506543,1.4477113
23.0,1.5228742,1.5277634,1.4439706,1.4489505
23.05,1.5240487,1.5214548,1.4425956,1.4422672
23.1,1.5234352,1.5226101,1.4453398,1.4409075
23.150000000000002,1.523533,1.5220106,1.4504277,1.4436427
23.200000000000003,1.5224963,1.522136,1.4599273,1.4487171
23.25,1.521422,1.5211521,1.4604658,1.4581891
23.3,1.5218611,1.5200773,1.4662851,1.4587256
23.35,1.5215353,1.5205364,1.464631,1.4645337
23.400000000000002,1.5250393,1.5202,1.4641914,1.4628834
23.450000000000003,1.523594,1.5237032,1.4607488,1.462457
23.5,1.5198554,1.5222455,1.4644756,1.4590164
23.55,1.5186669,1.5185324,1.4620203,1.4627191
23.6,1.515797,1.5173318,1.4592322,1.4602652
23.650000000000002,1.5209819,1.5144503,1.4590144,1.4574746
23.700000000000003,1.526616,1.5196402,1.4626807,1.4572697
